index,host_identity_verified,boro,instant_bookable,cancellation_policy,room_type,price,service_fee,minimum_nights,review_rate_number
2527,True,brooklyn,True,moderate,privater,1112.0,222.0,30.0,4.0
2528,True,brooklyn,True,strict,privater,758.0,152.0,30.0,2.0
2529,True,brooklyn,True,flexible,privater,1042.0,208.0,1.0,3.0
2530,False,brooklyn,True,moderate,privater,1045.0,209.0,2.0,1.0
2531,False,brooklyn,False,flexible,entire,932.0,186.0,3.0,3.0
2532,False,manhattan,True,flexible,entire,171.0,34.0,5.0,1.0
2533,False,brooklyn,False,flexible,privater,348.0,70.0,1.0,4.0
2534,True,manhattan,False,strict,privater,248.0,50.0,1.0,5.0
2535,True,manhattan,False,moderate,privater,956.0,191.0,1.0,1.0
2536,False,manhattan,True,strict,entire,478.0,96.0,1.0,1.0
2537,True,manhattan,True,strict,entire,381.0,76.0,5.0,5.0
2538,False,brooklyn,False,strict,privater,554.0,111.0,5.0,2.0
2539,True,brooklyn,False,moderate,privater,952.0,190.0,1.0,1.0
2540,True,manhattan,True,strict,entire,606.0,121.0,2.0,5.0
2541,False,manhattan,True,flexible,privater,386.0,77.0,2.0,4.0
2542,False,manhattan,False,strict,entire,343.0,69.0,4.0,4.0
2543,False,manhattan,True,moderate,entire,208.0,42.0,30.0,3.0
2544,False,manhattan,True,moderate,entire,552.0,110.0,2.0,5.0
2545,True,brooklyn,False,flexible,entire,471.0,94.0,1.0,1.0
2546,False,brooklyn,True,flexible,privater,215.0,43.0,1.0,2.0
2547,True,manhattan,False,strict,privater,771.0,154.0,1.0,3.0
2548,False,brooklyn,False,strict,privater,212.0,42.0,2.0,3.0
2549,False,manhattan,True,flexible,entire,460.0,92.0,1.0,3.0
2550,True,brooklyn,False,strict,entire,1152.0,230.0,3.0,5.0
2551,False,manhattan,True,flexible,privater,681.0,136.0,1.0,3.0
2552,False,brooklyn,False,flexible,privater,1039.0,208.0,7.0,2.0
2553,True,manhattan,False,moderate,entire,237.0,47.0,1.0,4.0
2554,True,brooklyn,True,flexible,entire,1144.0,229.0,5.0,3.0
2555,False,brooklyn,True,moderate,privater,504.0,101.0,1.0,3.0
2556,True,manhattan,False,strict,entire,341.0,68.0,3.0,3.0
2557,False,brooklyn,False,strict,privater,1162.0,232.0,3.0,2.0
2558,False,manhattan,False,flexible,entire,473.0,95.0,1.0,4.0
2559,False,brooklyn,True,flexible,entire,317.0,63.0,6.0,2.0
2560,True,brooklyn,True,flexible,privater,71.0,14.0,1.0,5.0
2561,False,manhattan,False,strict,entire,350.0,70.0,30.0,1.0
2562,False,brooklyn,False,strict,entire,917.0,183.0,1.0,2.0
2563,False,manhattan,True,moderate,entire,529.0,106.0,30.0,4.0
2564,False,manhattan,False,strict,entire,470.0,94.0,30.0,3.0
2565,True,manhattan,True,strict,entire,697.0,139.0,30.0,4.0
2566,False,manhattan,True,flexible,entire,452.0,90.0,30.0,1.0
2567,False,manhattan,True,strict,entire,272.0,54.0,30.0,2.0
2568,True,manhattan,True,moderate,entire,826.0,165.0,2.0,3.0
2569,True,manhattan,False,moderate,entire,943.0,189.0,30.0,5.0
2570,True,manhattan,True,flexible,entire,445.0,89.0,30.0,1.0
2571,False,manhattan,False,flexible,sharedr,282.0,56.0,1.0,2.0
2572,False,brooklyn,True,strict,privater,335.0,67.0,1.0,1.0
2573,False,brooklyn,True,moderate,privater,181.0,36.0,3.0,2.0
2574,True,manhattan,True,strict,privater,743.0,149.0,60.0,5.0
2575,True,manhattan,True,strict,privater,259.0,52.0,1.0,1.0
2576,False,brooklyn,False,flexible,entire,640.0,128.0,1.0,4.0
2577,True,manhattan,False,strict,entire,601.0,120.0,4.0,3.0
2578,False,bronx,True,moderate,privater,868.0,174.0,10.0,2.0
2579,False,manhattan,True,flexible,entire,962.0,192.0,2.0,5.0
2580,True,manhattan,True,strict,sharedr,558.0,112.0,14.0,3.0
2581,False,brooklyn,False,moderate,privater,800.0,160.0,2.0,1.0
2582,True,manhattan,True,flexible,entire,56.0,11.0,30.0,1.0
2583,False,brooklyn,True,moderate,privater,329.0,66.0,1.0,5.0
2584,True,manhattan,False,flexible,entire,1019.0,204.0,30.0,5.0
2585,True,manhattan,True,moderate,entire,1186.0,237.0,30.0,3.0
2586,False,manhattan,False,moderate,entire,393.0,79.0,30.0,5.0
2587,True,manhattan,False,flexible,entire,222.0,44.0,30.0,1.0
2588,False,manhattan,False,moderate,entire,1051.0,210.0,30.0,4.0
2589,False,brooklyn,False,flexible,privater,142.0,28.0,180.0,3.0
2590,True,manhattan,False,moderate,entire,973.0,195.0,5.0,3.0
2591,False,manhattan,True,moderate,entire,957.0,191.0,30.0,5.0
2592,False,manhattan,False,flexible,entire,599.0,120.0,30.0,1.0
2593,False,manhattan,False,moderate,privater,957.0,191.0,1.0,1.0
2594,False,queens,True,flexible,entire,258.0,52.0,1.0,2.0
2595,True,brooklyn,True,strict,privater,654.0,131.0,10.0,3.0
2596,False,manhattan,True,flexible,entire,1011.0,202.0,30.0,5.0
2597,False,manhattan,False,strict,entire,901.0,180.0,30.0,4.0
2598,False,brooklyn,True,moderate,privater,730.0,146.0,1.0,3.0
2599,True,brooklyn,True,strict,privater,184.0,37.0,1.0,5.0
2600,False,manhattan,False,moderate,entire,1117.0,223.0,3.0,4.0
2601,False,queens,False,flexible,privater,1093.0,219.0,1.0,4.0
2602,True,brooklyn,True,moderate,entire,1054.0,211.0,7.0,2.0
2603,True,brooklyn,False,flexible,privater,729.0,146.0,23.0,1.0
2604,True,manhattan,False,strict,privater,750.0,150.0,1.0,3.0
2605,True,manhattan,False,flexible,entire,938.0,188.0,30.0,2.0
2606,False,brooklyn,False,flexible,entire,210.0,42.0,5.0,2.0
2607,True,manhattan,False,moderate,entire,347.0,69.0,3.0,2.0
2608,True,manhattan,False,strict,entire,377.0,75.0,5.0,2.0
2609,False,manhattan,True,moderate,privater,1163.0,233.0,1.0,1.0
2610,False,brooklyn,False,strict,privater,460.0,92.0,3.0,1.0
2611,False,brooklyn,True,strict,privater,831.0,166.0,1.0,2.0
2612,True,brooklyn,True,moderate,privater,691.0,138.0,3.0,2.0
2613,True,brooklyn,True,flexible,privater,713.0,143.0,4.0,3.0
2614,True,brooklyn,False,moderate,privater,757.0,151.0,1.0,3.0
2615,False,brooklyn,False,moderate,privater,214.0,43.0,2.0,1.0
2616,False,manhattan,True,strict,privater,739.0,148.0,1.0,2.0
2617,True,manhattan,True,flexible,entire,732.0,146.0,1.0,1.0
2618,True,manhattan,True,flexible,entire,530.0,106.0,2.0,5.0
2619,False,brooklyn,True,flexible,privater,706.0,141.0,2.0,5.0
2620,True,manhattan,True,flexible,privater,347.0,69.0,1.0,1.0
2621,False,brooklyn,False,moderate,entire,735.0,147.0,1.0,2.0
2622,True,staten,True,strict,privater,281.0,56.0,2.0,2.0
2623,True,brooklyn,True,flexible,privater,496.0,99.0,3.0,2.0
2624,False,brooklyn,True,strict,privater,955.0,191.0,5.0,4.0
2625,False,brooklyn,True,flexible,privater,1012.0,202.0,1.0,3.0
2626,False,manhattan,False,strict,entire,356.0,71.0,30.0,3.0
2627,True,manhattan,False,strict,privater,285.0,57.0,1.0,1.0
2628,False,manhattan,False,flexible,privater,288.0,58.0,8.0,2.0
2629,False,manhattan,True,strict,privater,487.0,97.0,1.0,5.0
2630,False,manhattan,False,moderate,privater,259.0,52.0,2.0,1.0
2631,False,brooklyn,False,strict,entire,58.0,12.0,1.0,5.0
2632,True,manhattan,True,strict,entire,300.0,60.0,1.0,4.0
2633,False,brooklyn,True,flexible,entire,1196.0,239.0,3.0,3.0
2634,False,brooklyn,False,moderate,entire,984.0,197.0,180.0,5.0
2635,False,manhattan,False,moderate,privater,610.0,122.0,3.0,3.0
2636,True,manhattan,False,moderate,entire,1002.0,200.0,2.0,5.0
2637,False,manhattan,True,moderate,privater,827.0,165.0,31.0,1.0
2638,True,manhattan,True,moderate,entire,409.0,82.0,7.0,5.0
2639,False,brooklyn,False,strict,entire,969.0,194.0,2.0,5.0
2640,True,manhattan,False,moderate,privater,1147.0,229.0,3.0,4.0
2641,False,brooklyn,True,strict,privater,916.0,183.0,15.0,4.0
2642,True,brooklyn,True,strict,entire,300.0,60.0,2.0,5.0
2643,True,manhattan,False,strict,entire,1121.0,224.0,4.0,4.0
2644,True,manhattan,True,flexible,privater,938.0,188.0,1.0,2.0
2645,True,brooklyn,True,flexible,privater,372.0,74.0,3.0,3.0
2646,True,brooklyn,True,strict,entire,386.0,77.0,1.0,5.0
2647,True,manhattan,True,moderate,entire,500.0,100.0,5.0,3.0
2648,False,manhattan,False,moderate,entire,1158.0,232.0,1.0,4.0
2649,True,brooklyn,False,strict,entire,956.0,191.0,2.0,3.0
2650,True,manhattan,True,moderate,entire,271.0,54.0,1.0,2.0
2651,True,queens,False,strict,privater,854.0,171.0,30.0,1.0
2652,True,manhattan,False,flexible,entire,1052.0,210.0,90.0,1.0
2653,False,manhattan,True,strict,privater,417.0,83.0,1.0,1.0
2654,True,manhattan,True,strict,entire,522.0,104.0,1.0,4.0
2655,False,manhattan,True,moderate,privater,828.0,166.0,1.0,1.0
2656,True,manhattan,False,strict,entire,733.0,147.0,1.0,5.0
2657,True,manhattan,True,moderate,entire,1098.0,220.0,2.0,1.0
2658,True,brooklyn,True,strict,privater,554.0,111.0,1.0,2.0
2659,False,manhattan,True,strict,privater,361.0,72.0,5.0,4.0
2660,True,brooklyn,False,flexible,privater,1119.0,224.0,1.0,4.0
2661,False,manhattan,True,moderate,entire,72.0,14.0,3.0,5.0
2662,True,manhattan,True,flexible,entire,52.0,10.0,1.0,3.0
2663,True,manhattan,True,flexible,entire,419.0,84.0,2.0,2.0
2664,True,manhattan,False,moderate,privater,184.0,37.0,3.0,2.0
2665,False,brooklyn,True,moderate,privater,1066.0,213.0,1.0,2.0
2666,True,manhattan,True,moderate,entire,333.0,67.0,1.0,5.0
2667,True,manhattan,True,flexible,entire,1186.0,237.0,3.0,1.0
2668,True,brooklyn,True,moderate,privater,579.0,116.0,1.0,1.0
2669,True,manhattan,True,strict,entire,72.0,14.0,1.0,5.0
2670,True,manhattan,False,flexible,entire,826.0,165.0,1.0,4.0
2671,True,brooklyn,True,flexible,privater,661.0,132.0,1.0,5.0
2672,True,manhattan,True,moderate,privater,439.0,88.0,7.0,4.0
2673,True,manhattan,True,strict,entire,657.0,131.0,1.0,1.0
2674,False,manhattan,False,flexible,entire,85.0,17.0,10.0,1.0
2675,True,manhattan,True,moderate,entire,1010.0,202.0,1.0,4.0
2676,False,brooklyn,True,strict,privater,1114.0,223.0,1.0,4.0
2677,True,brooklyn,False,flexible,privater,791.0,158.0,1.0,4.0
2678,True,manhattan,False,moderate,entire,859.0,172.0,1.0,3.0
2679,False,brooklyn,True,flexible,entire,879.0,176.0,7.0,1.0
2680,True,manhattan,True,flexible,entire,291.0,58.0,1.0,1.0
2681,True,queens,True,strict,privater,267.0,53.0,2.0,2.0
2682,False,brooklyn,True,strict,privater,286.0,57.0,5.0,4.0
2683,True,manhattan,True,flexible,privater,768.0,154.0,20.0,5.0
2684,False,manhattan,True,flexible,privater,1028.0,206.0,1.0,2.0
2685,True,brooklyn,False,strict,privater,1158.0,232.0,1.0,1.0
2686,True,brooklyn,False,strict,privater,139.0,28.0,60.0,1.0
2687,True,manhattan,True,strict,entire,391.0,78.0,2.0,3.0
2688,False,brooklyn,False,strict,entire,464.0,93.0,21.0,1.0
2689,True,manhattan,False,moderate,entire,256.0,51.0,1.0,5.0
2690,True,manhattan,False,flexible,privater,869.0,174.0,1.0,4.0
2691,True,manhattan,False,strict,entire,631.0,126.0,1.0,5.0
2692,False,brooklyn,False,moderate,entire,265.0,53.0,1.0,3.0
2693,True,brooklyn,True,flexible,privater,530.0,106.0,1.0,3.0
2694,True,brooklyn,False,moderate,privater,961.0,192.0,1.0,4.0
2695,True,manhattan,False,strict,entire,292.0,58.0,1.0,2.0
2696,False,manhattan,False,flexible,privater,499.0,100.0,7.0,3.0
2697,False,manhattan,False,strict,privater,349.0,70.0,1.0,1.0
2698,True,brooklyn,True,moderate,privater,313.0,63.0,12.0,1.0
2699,False,brooklyn,False,strict,privater,237.0,47.0,3.0,3.0
2700,True,queens,True,moderate,privater,766.0,153.0,5.0,3.0
2701,True,brooklyn,True,strict,entire,642.0,128.0,3.0,3.0
2702,False,brooklyn,False,moderate,privater,718.0,144.0,7.0,3.0
2703,True,brooklyn,True,moderate,privater,154.0,31.0,80.0,5.0
2704,False,manhattan,True,flexible,privater,923.0,185.0,1.0,1.0
2705,False,queens,True,moderate,privater,592.0,118.0,2.0,5.0
2706,True,brooklyn,True,strict,sharedr,303.0,61.0,1.0,5.0
2707,True,manhattan,True,strict,entire,781.0,156.0,1.0,5.0
2708,True,brooklyn,False,flexible,privater,776.0,155.0,1.0,5.0
2709,True,queens,True,flexible,entire,822.0,164.0,1.0,3.0
2710,True,manhattan,False,strict,entire,252.0,50.0,4.0,5.0
2711,False,brooklyn,False,moderate,privater,133.0,27.0,3.0,1.0
2712,False,manhattan,True,flexible,privater,1074.0,215.0,2.0,2.0
2713,True,manhattan,True,moderate,privater,1150.0,230.0,1.0,3.0
2714,True,manhattan,False,strict,privater,764.0,153.0,1.0,4.0
2715,True,manhattan,False,flexible,privater,1164.0,233.0,2.0,2.0
2716,False,manhattan,True,moderate,entire,1170.0,234.0,30.0,5.0
2717,True,brooklyn,True,flexible,privater,994.0,199.0,1.0,4.0
2718,False,manhattan,True,strict,sharedr,587.0,117.0,14.0,5.0
2719,False,manhattan,True,flexible,privater,451.0,90.0,3.0,2.0
2720,False,brooklyn,False,moderate,entire,766.0,153.0,7.0,1.0
2721,True,brooklyn,False,flexible,privater,247.0,49.0,1.0,5.0
2722,False,manhattan,True,flexible,privater,868.0,174.0,5.0,1.0
2723,True,brooklyn,False,flexible,privater,920.0,184.0,3.0,1.0
2724,True,manhattan,True,flexible,privater,162.0,32.0,1.0,3.0
2725,False,manhattan,False,strict,privater,353.0,71.0,20.0,2.0
2726,False,manhattan,False,moderate,sharedr,959.0,192.0,5.0,5.0
2727,True,manhattan,True,flexible,privater,372.0,74.0,45.0,4.0
2728,True,brooklyn,False,strict,entire,187.0,37.0,21.0,4.0
2729,False,queens,False,strict,privater,202.0,40.0,1.0,2.0
2730,False,manhattan,True,moderate,entire,518.0,104.0,7.0,5.0
2731,True,brooklyn,True,strict,privater,1180.0,236.0,3.0,5.0
2732,False,brooklyn,True,flexible,privater,472.0,94.0,1.0,4.0
2733,True,manhattan,False,flexible,privater,220.0,44.0,30.0,3.0
2734,True,manhattan,True,strict,privater,692.0,138.0,2.0,4.0
2735,True,manhattan,False,strict,entire,846.0,169.0,5.0,2.0
2736,False,bronx,True,flexible,entire,66.0,13.0,1.0,1.0
2737,True,brooklyn,False,strict,entire,230.0,46.0,7.0,1.0
2738,False,manhattan,False,moderate,privater,1097.0,219.0,1.0,4.0
2739,True,brooklyn,True,flexible,privater,114.0,23.0,1.0,4.0
2740,False,manhattan,False,strict,privater,389.0,78.0,1.0,4.0
2741,True,brooklyn,True,flexible,privater,577.0,115.0,5.0,5.0
2742,True,brooklyn,True,flexible,privater,617.0,123.0,1.0,1.0
2743,True,brooklyn,False,moderate,privater,101.0,20.0,20.0,4.0
2744,True,brooklyn,False,flexible,entire,887.0,177.0,7.0,2.0
2745,False,manhattan,False,flexible,entire,596.0,119.0,1.0,3.0
2746,True,brooklyn,True,flexible,privater,116.0,23.0,8.0,3.0
2747,False,manhattan,True,flexible,entire,649.0,130.0,14.0,1.0
2748,False,queens,False,flexible,entire,1171.0,234.0,1.0,3.0
2749,True,manhattan,True,flexible,privater,1179.0,236.0,1.0,3.0
2750,True,manhattan,True,flexible,privater,394.0,79.0,5.0,4.0
2751,False,brooklyn,True,flexible,privater,348.0,70.0,1.0,5.0
2752,False,brooklyn,False,moderate,entire,915.0,183.0,15.0,4.0
2753,True,brooklyn,True,moderate,privater,1165.0,233.0,1.0,5.0
2754,False,queens,True,moderate,entire,402.0,80.0,1.0,5.0
2755,False,manhattan,False,flexible,entire,1034.0,207.0,3.0,4.0
2756,False,queens,False,strict,privater,274.0,55.0,1.0,2.0
2757,True,manhattan,True,strict,privater,586.0,117.0,1.0,5.0
2758,True,manhattan,False,strict,entire,167.0,33.0,4.0,3.0
2759,True,brooklyn,True,flexible,privater,197.0,39.0,14.0,5.0
2760,False,manhattan,False,strict,privater,268.0,54.0,1.0,5.0
2761,True,manhattan,True,moderate,entire,277.0,55.0,30.0,3.0
2762,False,manhattan,False,moderate,entire,1008.0,202.0,366.0,3.0
2763,True,manhattan,False,moderate,privater,726.0,145.0,4.0,3.0
2764,False,brooklyn,False,flexible,privater,396.0,79.0,7.0,3.0
2765,False,brooklyn,False,flexible,entire,565.0,113.0,3.0,3.0
2766,True,queens,False,moderate,privater,644.0,129.0,1.0,2.0
2767,False,brooklyn,True,flexible,entire,138.0,28.0,2.0,3.0
2768,True,brooklyn,False,flexible,entire,902.0,180.0,5.0,1.0
2769,False,brooklyn,False,flexible,entire,141.0,28.0,3.0,5.0
2770,False,brooklyn,True,moderate,entire,1186.0,237.0,30.0,2.0
2771,False,manhattan,False,moderate,sharedr,161.0,32.0,3.0,3.0
2772,False,manhattan,False,strict,entire,989.0,198.0,1.0,3.0
2773,False,queens,True,flexible,privater,700.0,140.0,5.0,3.0
2774,False,manhattan,True,strict,entire,379.0,76.0,3.0,3.0
2775,False,manhattan,True,strict,entire,664.0,133.0,1.0,2.0
2776,False,manhattan,True,flexible,entire,987.0,197.0,20.0,5.0
2777,False,brooklyn,False,flexible,privater,620.0,124.0,5.0,5.0
2778,False,brooklyn,True,moderate,entire,1011.0,202.0,5.0,4.0
2779,False,bronx,True,strict,sharedr,1030.0,206.0,1.0,2.0
2780,True,manhattan,True,flexible,entire,124.0,25.0,7.0,1.0
2781,False,queens,True,strict,privater,1135.0,227.0,7.0,4.0
2782,False,manhattan,False,strict,privater,149.0,30.0,3.0,1.0
2783,False,brooklyn,False,flexible,entire,82.0,16.0,1.0,1.0
2784,True,manhattan,True,moderate,entire,871.0,174.0,30.0,3.0
2785,False,manhattan,True,flexible,privater,800.0,160.0,3.0,2.0
2786,False,manhattan,False,moderate,privater,892.0,178.0,2.0,5.0
2787,True,brooklyn,True,moderate,privater,248.0,50.0,1.0,1.0
2788,False,brooklyn,False,strict,privater,741.0,148.0,7.0,3.0
2789,True,brooklyn,False,moderate,privater,1078.0,216.0,2.0,2.0
2790,False,queens,True,moderate,entire,552.0,110.0,5.0,1.0
2791,False,manhattan,False,strict,entire,327.0,65.0,29.0,3.0
2792,False,manhattan,False,strict,privater,340.0,68.0,4.0,3.0
2793,False,brooklyn,False,strict,privater,1195.0,239.0,7.0,1.0
2794,False,brooklyn,False,strict,privater,1155.0,231.0,1.0,2.0
2795,True,manhattan,True,strict,privater,711.0,142.0,1.0,5.0
2796,False,brooklyn,True,moderate,privater,831.0,166.0,3.0,5.0
2797,True,queens,False,strict,entire,706.0,141.0,21.0,3.0
2798,False,manhattan,False,strict,entire,459.0,92.0,4.0,2.0
2799,False,manhattan,False,flexible,entire,707.0,141.0,30.0,5.0
2800,True,manhattan,True,flexible,entire,901.0,180.0,30.0,2.0
2801,False,manhattan,False,moderate,entire,459.0,92.0,30.0,1.0
2802,True,manhattan,True,moderate,entire,603.0,121.0,30.0,1.0
2803,False,manhattan,False,moderate,entire,448.0,90.0,30.0,1.0
2804,True,manhattan,False,moderate,entire,1190.0,238.0,15.0,5.0
2805,True,brooklyn,False,moderate,privater,635.0,127.0,1.0,3.0
2806,False,manhattan,True,strict,entire,481.0,96.0,30.0,5.0
2807,True,manhattan,False,moderate,entire,605.0,121.0,30.0,4.0
2808,False,manhattan,True,moderate,privater,461.0,92.0,5.0,5.0
2809,False,manhattan,False,moderate,entire,909.0,182.0,6.0,2.0
2810,False,manhattan,True,moderate,privater,217.0,43.0,7.0,2.0
2811,False,manhattan,True,moderate,entire,1052.0,210.0,30.0,5.0
2812,True,manhattan,True,strict,entire,179.0,36.0,30.0,2.0
2813,True,manhattan,True,strict,entire,229.0,46.0,30.0,5.0
2814,True,manhattan,False,moderate,entire,769.0,154.0,30.0,4.0
2815,True,brooklyn,False,moderate,entire,373.0,75.0,7.0,4.0
2816,True,brooklyn,True,strict,privater,1191.0,238.0,90.0,4.0
2817,True,manhattan,True,strict,entire,308.0,62.0,30.0,5.0
2818,True,brooklyn,False,strict,privater,232.0,46.0,1.0,1.0
2819,False,manhattan,True,flexible,entire,185.0,37.0,1.0,2.0
2820,False,manhattan,False,strict,entire,647.0,129.0,14.0,1.0
2821,False,queens,True,flexible,entire,928.0,186.0,10.0,3.0
2822,False,manhattan,True,strict,entire,164.0,33.0,14.0,5.0
2823,True,manhattan,False,flexible,sharedr,837.0,167.0,10.0,3.0
2824,False,manhattan,False,flexible,entire,895.0,179.0,30.0,1.0
2825,False,manhattan,True,strict,entire,281.0,56.0,7.0,3.0
2826,False,manhattan,False,strict,entire,824.0,165.0,15.0,5.0
2827,False,queens,False,strict,privater,935.0,187.0,4.0,2.0
2828,False,brooklyn,True,moderate,privater,70.0,14.0,1.0,4.0
2829,False,brooklyn,False,flexible,privater,866.0,173.0,1.0,4.0
2830,False,brooklyn,True,strict,privater,727.0,145.0,5.0,1.0
2831,False,queens,False,moderate,privater,449.0,90.0,1.0,2.0
2832,False,manhattan,False,strict,entire,645.0,129.0,1.0,4.0
2833,True,brooklyn,False,moderate,entire,475.0,95.0,3.0,5.0
2834,True,queens,True,flexible,privater,146.0,29.0,14.0,2.0
2835,True,brooklyn,False,flexible,entire,678.0,136.0,2.0,4.0
2836,False,brooklyn,False,strict,privater,1035.0,207.0,2.0,5.0
2837,True,manhattan,True,flexible,entire,493.0,99.0,1.0,1.0
2838,True,brooklyn,True,strict,privater,67.0,13.0,1.0,5.0
2839,True,manhattan,False,moderate,entire,268.0,54.0,30.0,2.0
2840,True,manhattan,True,moderate,privater,562.0,112.0,7.0,1.0
2841,False,brooklyn,False,strict,entire,128.0,26.0,30.0,4.0
2842,False,manhattan,False,flexible,entire,1191.0,238.0,3.0,3.0
2843,True,queens,True,flexible,privater,668.0,134.0,10.0,4.0
2844,True,manhattan,False,flexible,entire,887.0,177.0,30.0,3.0
2845,True,brooklyn,True,strict,entire,1039.0,208.0,2.0,5.0
2846,False,manhattan,False,moderate,privater,210.0,42.0,30.0,5.0
2847,False,brooklyn,True,strict,entire,261.0,52.0,7.0,2.0
2848,False,manhattan,False,strict,entire,1149.0,230.0,1.0,1.0
2849,True,brooklyn,True,strict,entire,631.0,126.0,7.0,4.0
2850,False,manhattan,True,flexible,entire,105.0,21.0,30.0,1.0
2851,True,manhattan,True,moderate,entire,841.0,168.0,30.0,5.0
2852,False,manhattan,False,moderate,entire,164.0,33.0,30.0,2.0
2853,False,manhattan,False,flexible,entire,423.0,85.0,30.0,1.0
2854,False,manhattan,True,flexible,privater,897.0,179.0,1.0,1.0
2855,False,manhattan,False,flexible,privater,820.0,164.0,2.0,3.0
2856,False,manhattan,True,flexible,entire,352.0,70.0,3.0,1.0
2857,False,brooklyn,True,moderate,privater,583.0,117.0,21.0,5.0
2858,True,manhattan,False,flexible,entire,880.0,176.0,30.0,3.0
2859,False,manhattan,True,moderate,privater,1136.0,227.0,2.0,3.0
2860,True,manhattan,True,moderate,privater,192.0,38.0,3.0,2.0
2861,True,brooklyn,False,strict,entire,924.0,185.0,4.0,3.0
2862,True,queens,True,flexible,entire,620.0,124.0,4.0,5.0
2863,False,brooklyn,True,flexible,privater,482.0,96.0,15.0,1.0
2864,True,manhattan,True,flexible,entire,339.0,68.0,5.0,4.0
2865,True,manhattan,False,moderate,privater,907.0,181.0,2.0,3.0
2866,True,manhattan,True,strict,entire,376.0,75.0,30.0,3.0
2867,False,brooklyn,True,moderate,privater,487.0,97.0,2.0,2.0
2868,False,manhattan,False,moderate,entire,105.0,21.0,30.0,5.0
2869,True,manhattan,False,flexible,entire,166.0,33.0,30.0,3.0
2870,True,manhattan,False,strict,entire,999.0,200.0,9.0,3.0
2871,False,manhattan,False,moderate,privater,743.0,149.0,1.0,5.0
2872,True,manhattan,True,flexible,privater,338.0,68.0,5.0,5.0
2873,False,brooklyn,True,moderate,privater,595.0,119.0,4.0,2.0
2874,False,manhattan,False,moderate,entire,1134.0,227.0,5.0,3.0
2875,False,manhattan,True,strict,entire,658.0,132.0,8.0,3.0
2876,True,queens,True,strict,privater,486.0,97.0,1.0,4.0
2877,True,brooklyn,True,strict,entire,1171.0,234.0,1.0,2.0
2878,True,manhattan,False,flexible,entire,696.0,139.0,1.0,5.0
2879,False,bronx,True,flexible,entire,442.0,88.0,1.0,2.0
2880,True,manhattan,False,strict,privater,1067.0,213.0,1.0,5.0
2881,True,manhattan,True,moderate,entire,932.0,186.0,30.0,2.0
2882,True,manhattan,True,flexible,entire,491.0,98.0,7.0,2.0
2883,True,brooklyn,True,strict,privater,1167.0,233.0,20.0,4.0
2884,False,manhattan,False,moderate,privater,625.0,125.0,7.0,3.0
2885,False,brooklyn,True,flexible,privater,57.0,11.0,1.0,2.0
2886,False,bronx,False,strict,entire,892.0,178.0,5.0,2.0
2887,True,brooklyn,True,strict,entire,994.0,199.0,3.0,3.0
2888,True,brooklyn,False,strict,privater,434.0,87.0,3.0,5.0
2889,False,brooklyn,True,strict,privater,381.0,76.0,2.0,3.0
2890,False,brooklyn,True,flexible,privater,1106.0,221.0,3.0,3.0
2891,True,brooklyn,False,flexible,privater,80.0,16.0,20.0,4.0
2892,True,brooklyn,False,moderate,privater,525.0,105.0,2.0,5.0
2893,False,brooklyn,True,moderate,entire,562.0,112.0,1.0,2.0
2894,True,brooklyn,True,flexible,privater,838.0,168.0,2.0,3.0
2895,False,brooklyn,False,moderate,privater,641.0,128.0,1.0,4.0
2896,False,brooklyn,True,moderate,privater,105.0,21.0,2.0,2.0
2897,False,manhattan,True,flexible,entire,1008.0,202.0,5.0,3.0
2898,False,manhattan,False,strict,entire,219.0,44.0,30.0,4.0
2899,True,manhattan,True,flexible,entire,376.0,75.0,5.0,4.0
2900,False,brooklyn,True,moderate,entire,75.0,15.0,7.0,5.0
2901,True,brooklyn,False,strict,privater,405.0,81.0,3.0,3.0
2902,False,brooklyn,False,flexible,entire,906.0,181.0,30.0,2.0
2903,True,manhattan,True,moderate,privater,972.0,194.0,2.0,5.0
2904,False,manhattan,True,strict,privater,404.0,81.0,5.0,4.0
2905,False,brooklyn,False,flexible,privater,376.0,75.0,3.0,3.0
2906,True,brooklyn,True,flexible,privater,1068.0,214.0,21.0,5.0
2907,True,brooklyn,True,moderate,privater,858.0,172.0,2.0,1.0
2908,True,queens,True,strict,privater,464.0,93.0,90.0,1.0
2909,True,manhattan,False,moderate,entire,926.0,185.0,30.0,2.0
2910,True,manhattan,True,flexible,entire,304.0,61.0,30.0,1.0
2911,True,manhattan,True,strict,entire,360.0,72.0,30.0,3.0
2912,False,brooklyn,False,strict,privater,421.0,84.0,5.0,1.0
2913,True,queens,True,moderate,privater,663.0,133.0,14.0,3.0
2914,True,manhattan,True,flexible,entire,979.0,196.0,30.0,2.0
2915,False,queens,True,moderate,entire,1077.0,215.0,7.0,2.0
2916,True,queens,True,strict,entire,1108.0,222.0,2.0,3.0
2917,False,manhattan,False,flexible,entire,496.0,99.0,2.0,4.0
2918,True,brooklyn,True,strict,entire,134.0,27.0,3.0,1.0
2919,True,brooklyn,True,strict,privater,430.0,86.0,5.0,5.0
2920,False,brooklyn,True,strict,sharedr,207.0,41.0,15.0,5.0
2921,True,brooklyn,False,moderate,entire,456.0,91.0,3.0,4.0
2922,True,brooklyn,True,flexible,entire,921.0,184.0,3.0,1.0
2923,False,brooklyn,True,strict,privater,1005.0,201.0,1.0,4.0
