index,host_identity_verified,instant_bookable,price,service_fee,minimum_nights,review_rate_number,boro_bronx,boro_brooklyn,boro_manhattan,boro_queens,boro_staten,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,room_type_entire,room_type_hotelr,room_type_privater,room_type_sharedr
5123,True,False,536.0,107.0,1.0,5.0,False,False,True,False,False,False,True,False,False,False,False,True
5124,False,True,376.0,75.0,1.0,5.0,False,True,False,False,False,False,True,False,False,False,True,False
5125,True,False,543.0,109.0,3.0,3.0,False,False,False,True,False,False,True,False,False,False,True,False
5126,True,True,720.0,144.0,1.0,3.0,False,True,False,False,False,False,True,False,False,False,True,False
5127,True,True,82.0,16.0,4.0,4.0,False,False,False,True,False,False,False,True,False,False,True,False
5128,False,True,195.0,39.0,1.0,2.0,False,True,False,False,False,False,False,True,True,False,False,False
5129,True,True,1103.0,221.0,30.0,4.0,False,False,False,True,False,False,True,False,True,False,False,False
5130,True,False,1066.0,213.0,5.0,3.0,False,False,True,False,False,False,False,True,True,False,False,False
5131,False,True,982.0,196.0,2.0,4.0,False,False,True,False,False,False,True,False,True,False,False,False
5132,False,False,82.0,16.0,2.0,3.0,False,True,False,False,False,False,True,False,False,False,True,False
5133,False,False,862.0,172.0,3.0,4.0,False,True,False,False,False,False,False,True,False,False,True,False
5134,True,True,616.0,123.0,2.0,4.0,False,False,True,False,False,False,True,False,True,False,False,False
5135,False,False,610.0,122.0,1.0,5.0,False,True,False,False,False,False,True,False,False,False,True,False
5136,True,False,898.0,180.0,3.0,3.0,False,True,False,False,False,False,False,True,False,False,False,True
5137,True,False,236.0,47.0,5.0,4.0,False,False,True,False,False,True,False,False,False,False,True,False
5138,True,True,80.0,16.0,4.0,3.0,False,True,False,False,False,False,False,True,True,False,False,False
5139,True,False,223.0,45.0,3.0,3.0,False,False,True,False,False,False,False,True,True,False,False,False
5140,False,True,120.0,24.0,3.0,4.0,False,True,False,False,False,False,False,True,False,False,True,False
5141,True,False,735.0,147.0,12.0,5.0,False,False,True,False,False,False,False,True,True,False,False,False
5142,True,False,1044.0,209.0,1.0,3.0,False,False,False,False,True,False,False,True,True,False,False,False
5143,False,False,435.0,87.0,1.0,2.0,False,True,False,False,False,True,False,False,False,False,True,False
5144,True,False,88.0,18.0,30.0,4.0,False,False,True,False,False,False,True,False,True,False,False,False
5145,False,False,1029.0,206.0,300.0,2.0,False,False,True,False,False,False,False,True,True,False,False,False
5146,True,True,949.0,190.0,1.0,3.0,False,True,False,False,False,True,False,False,False,False,False,True
5147,False,True,563.0,113.0,2.0,5.0,False,True,False,False,False,False,True,False,True,False,False,False
5148,True,True,1032.0,206.0,4.0,5.0,False,False,True,False,False,False,True,False,True,False,False,False
5149,True,False,193.0,39.0,1.0,4.0,False,True,False,False,False,True,False,False,False,False,True,False
5150,False,True,609.0,122.0,3.0,4.0,False,True,False,False,False,False,False,True,False,False,True,False
5151,True,True,430.0,86.0,3.0,2.0,False,True,False,False,False,False,False,True,False,False,True,False
5152,False,False,312.0,62.0,6.0,4.0,False,False,True,False,False,False,True,False,True,False,False,False
5153,False,True,611.0,122.0,15.0,5.0,False,True,False,False,False,False,False,True,False,False,True,False
5154,False,True,847.0,169.0,4.0,2.0,False,True,False,False,False,True,False,False,False,False,True,False
5155,True,False,659.0,132.0,7.0,4.0,False,False,False,True,False,True,False,False,False,False,True,False
5156,False,False,870.0,174.0,1.0,5.0,False,False,True,False,False,False,True,False,True,False,False,False
5157,False,False,1038.0,208.0,2.0,3.0,False,False,True,False,False,False,True,False,False,False,True,False
5158,True,True,874.0,175.0,14.0,4.0,False,True,False,False,False,False,True,False,False,False,True,False
5159,True,False,573.0,115.0,2.0,5.0,False,True,False,False,False,False,False,True,False,False,True,False
5160,False,True,260.0,52.0,5.0,4.0,False,True,False,False,False,False,False,True,False,False,True,False
5161,True,False,191.0,38.0,7.0,2.0,False,True,False,False,False,False,True,False,False,False,True,False
5162,False,False,995.0,199.0,1.0,4.0,False,False,False,True,False,True,False,False,False,False,True,False
5163,True,False,243.0,49.0,1.0,3.0,False,True,False,False,False,False,False,True,False,False,True,False
5164,True,True,169.0,34.0,2.0,4.0,False,True,False,False,False,False,False,True,False,False,True,False
5165,False,False,1048.0,210.0,29.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5166,False,False,410.0,82.0,29.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5167,False,True,615.0,123.0,5.0,2.0,False,False,True,False,False,False,False,True,True,False,False,False
5168,False,True,583.0,117.0,5.0,2.0,False,False,True,False,False,False,False,True,True,False,False,False
5169,True,False,351.0,70.0,3.0,4.0,False,True,False,False,False,True,False,False,False,False,True,False
5170,True,True,154.0,31.0,7.0,3.0,False,True,False,False,False,False,False,True,True,False,False,False
5171,False,False,277.0,55.0,5.0,2.0,False,True,False,False,False,False,False,True,False,False,True,False
5172,False,False,1117.0,223.0,7.0,2.0,False,False,False,True,False,True,False,False,False,False,True,False
5173,True,False,60.0,12.0,1.0,3.0,False,False,True,False,False,False,False,True,False,False,True,False
5174,True,False,1068.0,214.0,1.0,2.0,False,False,True,False,False,False,False,True,False,False,True,False
5175,False,False,522.0,104.0,1.0,3.0,False,False,False,True,False,False,False,True,False,False,False,True
5176,False,True,434.0,87.0,7.0,5.0,False,False,True,False,False,False,True,False,False,False,True,False
5177,False,True,524.0,105.0,29.0,4.0,False,False,True,False,False,True,False,False,True,False,False,False
5178,False,True,382.0,76.0,29.0,5.0,False,False,True,False,False,False,False,True,True,False,False,False
5179,True,False,846.0,169.0,2.0,3.0,False,False,True,False,False,False,True,False,True,False,False,False
5180,True,False,107.0,21.0,30.0,5.0,False,False,True,False,False,False,False,True,True,False,False,False
5181,False,True,785.0,157.0,30.0,3.0,False,False,True,False,False,False,False,True,True,False,False,False
5182,True,True,134.0,27.0,30.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5183,True,True,470.0,94.0,5.0,2.0,False,False,True,False,False,False,False,True,False,False,True,False
5184,False,True,640.0,128.0,30.0,4.0,False,True,False,False,False,False,False,True,True,False,False,False
5185,True,False,721.0,144.0,29.0,4.0,False,False,True,False,False,True,False,False,True,False,False,False
5186,False,False,526.0,105.0,29.0,4.0,False,False,True,False,False,False,True,False,True,False,False,False
5187,False,True,627.0,125.0,30.0,5.0,False,False,True,False,False,True,False,False,True,False,False,False
5188,True,False,1062.0,212.0,29.0,2.0,False,False,True,False,False,False,False,True,True,False,False,False
5189,True,True,80.0,16.0,30.0,5.0,False,False,True,False,False,False,False,True,True,False,False,False
5190,False,False,267.0,53.0,1.0,3.0,False,False,False,True,False,False,False,True,False,False,True,False
5191,True,False,479.0,96.0,2.0,2.0,False,False,False,True,False,True,False,False,False,False,True,False
5192,False,True,1031.0,206.0,4.0,5.0,False,True,False,False,False,False,True,False,True,False,False,False
5193,True,False,203.0,41.0,1.0,4.0,False,False,True,False,False,False,False,True,False,False,True,False
5194,False,False,243.0,49.0,1.0,5.0,False,True,False,False,False,True,False,False,True,False,False,False
5195,False,False,392.0,78.0,30.0,2.0,False,False,True,False,False,False,False,True,True,False,False,False
5196,False,False,519.0,104.0,2.0,3.0,False,False,True,False,False,False,False,True,True,False,False,False
5197,False,True,946.0,189.0,1.0,5.0,False,False,True,False,False,False,True,False,True,False,False,False
5198,False,False,1165.0,233.0,10.0,3.0,False,True,False,False,False,False,True,False,False,False,True,False
5199,True,True,726.0,145.0,2.0,3.0,True,False,False,False,False,False,False,True,False,False,True,False
5200,False,False,651.0,130.0,29.0,2.0,False,False,True,False,False,False,False,True,True,False,False,False
5201,False,False,724.0,145.0,2.0,3.0,False,False,True,False,False,False,True,False,True,False,False,False
5202,False,False,1027.0,205.0,7.0,5.0,False,False,True,False,False,True,False,False,False,False,True,False
5203,False,True,911.0,182.0,7.0,5.0,False,True,False,False,False,True,False,False,False,False,True,False
5204,False,True,977.0,195.0,3.0,2.0,False,True,False,False,False,True,False,False,True,False,False,False
5205,False,False,1054.0,211.0,2.0,5.0,False,False,True,False,False,False,False,True,True,False,False,False
5206,True,False,125.0,25.0,1.0,2.0,False,False,False,True,False,True,False,False,False,False,True,False
5207,True,True,71.0,14.0,3.0,3.0,False,True,False,False,False,False,True,False,True,False,False,False
5208,True,True,939.0,188.0,4.0,5.0,False,True,False,False,False,False,True,False,True,False,False,False
5209,True,False,528.0,106.0,2.0,4.0,False,True,False,False,False,False,False,True,False,False,True,False
5210,False,True,888.0,178.0,20.0,2.0,True,False,False,False,False,False,True,False,False,False,True,False
5211,False,False,969.0,194.0,75.0,3.0,False,False,True,False,False,True,False,False,True,False,False,False
5212,True,False,487.0,97.0,5.0,5.0,False,True,False,False,False,False,True,False,True,False,False,False
5213,True,True,675.0,135.0,1.0,4.0,False,False,False,True,False,True,False,False,False,False,False,True
5214,True,True,299.0,60.0,2.0,3.0,False,True,False,False,False,False,False,True,True,False,False,False
5215,False,True,226.0,45.0,1.0,3.0,False,True,False,False,False,False,False,True,False,False,True,False
5216,True,True,303.0,61.0,4.0,4.0,False,True,False,False,False,True,False,False,True,False,False,False
5217,False,False,699.0,140.0,1.0,4.0,False,True,False,False,False,False,True,False,False,False,True,False
5218,False,False,420.0,84.0,7.0,3.0,False,True,False,False,False,False,False,True,True,False,False,False
5219,False,True,465.0,93.0,4.0,4.0,False,True,False,False,False,True,False,False,True,False,False,False
5220,True,True,161.0,32.0,4.0,2.0,False,True,False,False,False,False,False,True,True,False,False,False
5221,False,True,290.0,58.0,3.0,3.0,False,False,True,False,False,True,False,False,True,False,False,False
5222,True,True,313.0,63.0,90.0,5.0,False,True,False,False,False,False,False,True,False,False,True,False
5223,True,True,582.0,116.0,50.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5224,False,True,873.0,175.0,7.0,4.0,False,False,False,True,False,False,False,True,False,False,True,False
5225,True,False,1005.0,201.0,3.0,5.0,False,False,True,False,False,False,True,False,True,False,False,False
5226,True,True,606.0,121.0,30.0,2.0,False,False,False,True,False,True,False,False,True,False,False,False
5227,False,False,79.0,16.0,7.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5228,True,True,1132.0,226.0,7.0,2.0,False,True,False,False,False,False,True,False,False,False,True,False
5229,True,False,915.0,183.0,12.0,3.0,False,True,False,False,False,False,True,False,False,False,True,False
5230,True,False,829.0,166.0,3.0,5.0,False,True,False,False,False,False,False,True,True,False,False,False
5231,True,False,1049.0,210.0,1.0,4.0,True,False,False,False,False,False,True,False,False,False,True,False
5232,False,True,1165.0,233.0,2.0,3.0,False,False,True,False,False,False,True,False,False,False,True,False
5233,False,True,82.0,16.0,5.0,4.0,False,False,True,False,False,False,False,True,False,False,False,True
5234,True,False,391.0,78.0,181.0,4.0,False,False,True,False,False,False,True,False,True,False,False,False
5235,True,True,1024.0,205.0,1.0,3.0,False,False,False,True,False,False,True,False,True,False,False,False
5236,False,False,439.0,88.0,120.0,4.0,False,False,True,False,False,False,False,True,True,False,False,False
5237,True,False,588.0,118.0,7.0,5.0,False,True,False,False,False,False,False,True,True,False,False,False
5238,True,False,547.0,109.0,3.0,3.0,False,False,True,False,False,True,False,False,True,False,False,False
5239,False,False,303.0,61.0,2.0,2.0,False,False,True,False,False,True,False,False,False,False,True,False
5240,False,True,1088.0,218.0,2.0,2.0,False,True,False,False,False,False,True,False,False,False,True,False
5241,False,True,909.0,182.0,5.0,5.0,False,True,False,False,False,True,False,False,True,False,False,False
5242,True,True,958.0,192.0,1.0,5.0,False,False,True,False,False,False,False,True,True,False,False,False
5243,False,False,813.0,163.0,2.0,4.0,False,False,True,False,False,False,False,True,True,False,False,False
5244,False,False,1113.0,223.0,2.0,4.0,False,True,False,False,False,False,True,False,True,False,False,False
5245,False,True,579.0,116.0,4.0,2.0,False,False,True,False,False,False,True,False,True,False,False,False
5246,True,True,257.0,51.0,1.0,5.0,False,True,False,False,False,False,False,True,False,False,True,False
5247,True,False,1097.0,219.0,1.0,5.0,False,False,False,True,False,False,False,True,True,False,False,False
5248,False,False,1017.0,203.0,29.0,4.0,False,False,True,False,False,False,True,False,True,False,False,False
5249,False,False,197.0,39.0,2.0,2.0,False,False,False,True,False,True,False,False,True,False,False,False
5250,True,False,414.0,83.0,1.0,4.0,False,False,False,True,False,True,False,False,False,False,True,False
5251,True,True,525.0,105.0,4.0,5.0,False,False,False,True,False,False,True,False,True,False,False,False
5252,True,False,615.0,123.0,28.0,3.0,False,True,False,False,False,False,False,True,False,False,True,False
5253,True,False,1063.0,213.0,5.0,3.0,False,True,False,False,False,False,True,False,True,False,False,False
5254,False,True,1038.0,208.0,7.0,3.0,False,False,True,False,False,True,False,False,True,False,False,False
5255,True,False,290.0,58.0,15.0,2.0,False,False,True,False,False,False,False,True,False,False,True,False
5256,True,True,602.0,120.0,2.0,5.0,False,True,False,False,False,True,False,False,False,False,True,False
5257,False,True,732.0,146.0,90.0,5.0,False,False,True,False,False,False,False,True,True,False,False,False
5258,False,False,462.0,92.0,1.0,5.0,False,True,False,False,False,False,False,True,False,False,True,False
5259,False,False,696.0,139.0,15.0,5.0,False,False,True,False,False,False,False,True,False,False,True,False
5260,True,False,599.0,120.0,2.0,3.0,False,False,False,True,False,False,False,True,True,False,False,False
5261,False,False,528.0,106.0,60.0,2.0,False,True,False,False,False,True,False,False,True,False,False,False
5262,False,False,318.0,64.0,30.0,3.0,False,True,False,False,False,False,False,True,False,False,False,True
5263,False,True,1155.0,231.0,7.0,5.0,False,False,False,True,False,True,False,False,False,False,True,False
5264,True,False,62.0,12.0,7.0,3.0,False,True,False,False,False,False,False,True,False,False,True,False
5265,False,True,932.0,186.0,30.0,3.0,False,False,True,False,False,False,False,True,True,False,False,False
5266,True,False,307.0,61.0,30.0,3.0,False,False,True,False,False,False,True,False,True,False,False,False
5267,False,True,438.0,88.0,30.0,3.0,False,False,True,False,False,True,False,False,True,False,False,False
5268,False,False,973.0,195.0,10.0,4.0,False,False,True,False,False,False,False,True,True,False,False,False
5269,False,True,265.0,53.0,29.0,3.0,False,False,True,False,False,False,True,False,True,False,False,False
5270,False,True,1175.0,235.0,4.0,3.0,False,False,True,False,False,False,True,False,True,False,False,False
5271,False,False,621.0,124.0,2.0,3.0,False,False,True,False,False,False,True,False,True,False,False,False
5272,True,False,501.0,100.0,30.0,3.0,False,False,True,False,False,True,False,False,True,False,False,False
5273,True,True,403.0,81.0,31.0,2.0,False,False,True,False,False,False,False,True,True,False,False,False
5274,True,True,1017.0,203.0,29.0,5.0,False,False,True,False,False,False,False,True,True,False,False,False
5275,False,False,1114.0,223.0,29.0,4.0,False,False,True,False,False,False,False,True,True,False,False,False
5276,True,True,1048.0,210.0,29.0,3.0,False,False,True,False,False,False,False,True,True,False,False,False
5277,False,True,506.0,101.0,29.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5278,True,True,529.0,106.0,1.0,3.0,False,True,False,False,False,True,False,False,False,False,True,False
5279,True,True,84.0,17.0,29.0,4.0,False,False,True,False,False,True,False,False,True,False,False,False
5280,True,True,327.0,65.0,15.0,4.0,False,True,False,False,False,True,False,False,False,False,True,False
5281,True,True,673.0,135.0,7.0,4.0,False,True,False,False,False,False,True,False,False,False,True,False
5282,False,True,1028.0,206.0,100.0,4.0,False,False,True,False,False,False,True,False,False,False,False,True
5283,True,False,236.0,47.0,30.0,5.0,False,False,True,False,False,False,False,True,False,False,False,True
5284,True,False,286.0,57.0,35.0,5.0,False,False,True,False,False,False,True,False,True,False,False,False
5285,True,False,304.0,61.0,15.0,4.0,False,False,True,False,False,False,True,False,False,False,True,False
5286,False,False,122.0,24.0,30.0,4.0,False,True,False,False,False,False,False,True,False,False,True,False
5287,False,False,1099.0,220.0,14.0,4.0,False,False,True,False,False,True,False,False,False,False,False,True
5288,True,False,129.0,26.0,30.0,4.0,False,False,True,False,False,False,False,True,True,False,False,False
5289,False,False,1094.0,219.0,30.0,3.0,False,False,True,False,False,True,False,False,True,False,False,False
5290,True,False,431.0,86.0,1.0,2.0,False,False,True,False,False,False,False,True,True,False,False,False
5291,True,False,1122.0,224.0,10.0,3.0,False,True,False,False,False,False,True,False,False,False,True,False
5292,True,True,98.0,20.0,30.0,4.0,False,False,True,False,False,True,False,False,True,False,False,False
5293,True,False,715.0,143.0,30.0,4.0,False,False,True,False,False,True,False,False,True,False,False,False
5294,True,False,700.0,140.0,2.0,2.0,False,False,True,False,False,False,False,True,True,False,False,False
5295,False,True,133.0,27.0,1.0,3.0,False,True,False,False,False,False,False,True,False,False,True,False
5296,False,True,643.0,129.0,1.0,2.0,False,False,False,True,False,False,True,False,False,False,True,False
5297,True,True,825.0,165.0,30.0,2.0,False,False,True,False,False,False,True,False,True,False,False,False
5298,False,False,836.0,167.0,30.0,5.0,False,False,True,False,False,True,False,False,True,False,False,False
5299,False,True,348.0,70.0,1.0,4.0,False,False,False,True,False,False,True,False,False,False,False,True
5300,False,True,550.0,110.0,2.0,4.0,False,False,False,True,False,True,False,False,False,False,True,False
5301,False,True,259.0,52.0,29.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5302,False,True,387.0,77.0,4.0,5.0,False,False,True,False,False,True,False,False,False,False,True,False
5303,True,True,90.0,18.0,3.0,3.0,False,False,True,False,False,True,False,False,True,False,False,False
5304,False,False,643.0,129.0,59.0,5.0,False,False,True,False,False,False,True,False,True,False,False,False
5305,True,False,185.0,37.0,3.0,4.0,False,False,True,False,False,False,False,True,True,False,False,False
5306,True,True,97.0,19.0,60.0,5.0,False,False,False,True,False,False,False,True,True,False,False,False
5307,True,True,591.0,118.0,7.0,4.0,False,False,True,False,False,False,False,True,True,False,False,False
5308,True,True,425.0,85.0,29.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5309,True,True,804.0,161.0,2.0,2.0,False,False,True,False,False,True,False,False,False,False,True,False
5310,True,True,93.0,19.0,2.0,5.0,False,False,True,False,False,True,False,False,True,False,False,False
5311,False,True,978.0,196.0,1.0,3.0,False,True,False,False,False,False,True,False,False,False,True,False
5312,False,False,348.0,70.0,2.0,5.0,False,True,False,False,False,False,True,False,False,False,True,False
5313,False,True,374.0,75.0,3.0,2.0,False,False,True,False,False,False,True,False,True,False,False,False
5314,True,False,429.0,86.0,5.0,2.0,False,False,True,False,False,False,False,True,True,False,False,False
5315,True,False,624.0,125.0,2.0,5.0,False,False,True,False,False,False,False,True,False,False,True,False
5316,False,True,459.0,92.0,1.0,5.0,False,False,True,False,False,False,True,False,False,False,True,False
5317,True,True,874.0,175.0,3.0,2.0,False,False,True,False,False,False,False,True,False,False,True,False
5318,True,True,428.0,86.0,30.0,2.0,False,True,False,False,False,False,True,False,True,False,False,False
5319,True,False,91.0,18.0,3.0,3.0,False,False,True,False,False,True,False,False,True,False,False,False
5320,True,False,1090.0,218.0,2.0,3.0,False,False,False,True,False,True,False,False,False,False,True,False
5321,False,False,261.0,52.0,2.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5322,True,False,522.0,104.0,7.0,4.0,False,True,False,False,False,False,True,False,False,False,True,False
5323,True,True,591.0,118.0,1.0,5.0,False,False,False,True,False,False,False,True,True,False,False,False
5324,True,True,434.0,87.0,3.0,3.0,False,False,True,False,False,True,False,False,True,False,False,False
5325,False,True,387.0,77.0,28.0,2.0,False,True,False,False,False,True,False,False,True,False,False,False
5326,False,False,977.0,195.0,5.0,2.0,False,False,False,True,False,False,False,True,False,False,True,False
5327,False,False,555.0,111.0,3.0,2.0,False,False,True,False,False,False,False,True,True,False,False,False
5328,True,False,658.0,132.0,2.0,5.0,False,False,False,True,False,False,False,True,False,False,True,False
5329,True,False,494.0,99.0,1.0,3.0,False,True,False,False,False,False,True,False,False,False,True,False
5330,False,False,1023.0,205.0,5.0,5.0,False,False,False,True,False,False,False,True,True,False,False,False
5331,True,True,844.0,169.0,2.0,4.0,False,True,False,False,False,False,False,True,False,False,True,False
5332,False,True,1016.0,203.0,10.0,4.0,False,False,False,True,False,False,False,True,True,False,False,False
5333,False,True,804.0,161.0,6.0,4.0,False,True,False,False,False,True,False,False,True,False,False,False
5334,True,True,501.0,100.0,30.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5335,False,True,519.0,104.0,30.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5336,False,False,165.0,33.0,2.0,5.0,False,True,False,False,False,False,True,False,True,False,False,False
5337,False,False,664.0,133.0,2.0,5.0,False,False,False,True,False,False,False,True,False,False,True,False
5338,True,False,376.0,75.0,30.0,4.0,False,False,True,False,False,False,True,False,True,False,False,False
5339,True,False,1010.0,202.0,5.0,3.0,False,False,True,False,False,False,False,True,True,False,False,False
5340,False,False,1156.0,231.0,7.0,2.0,False,True,False,False,False,False,False,True,False,False,True,False
5341,True,True,1167.0,233.0,2.0,5.0,False,False,True,False,False,False,False,True,True,False,False,False
5342,False,True,645.0,129.0,59.0,5.0,False,False,True,False,False,True,False,False,True,False,False,False
5343,False,True,593.0,119.0,7.0,2.0,False,False,True,False,False,False,True,False,True,False,False,False
5344,True,False,1103.0,221.0,6.0,5.0,False,False,True,False,False,False,False,True,True,False,False,False
5345,False,False,1026.0,205.0,3.0,2.0,False,False,False,True,False,False,True,False,False,False,True,False
5346,False,True,777.0,155.0,30.0,5.0,False,False,True,False,False,False,True,False,False,False,True,False
5347,True,False,81.0,16.0,5.0,2.0,False,True,False,False,False,False,False,True,True,False,False,False
5348,False,True,273.0,55.0,1.0,3.0,False,False,False,True,False,False,True,False,False,False,True,False
5349,True,False,443.0,89.0,14.0,2.0,False,False,False,True,False,False,False,True,True,False,False,False
5350,True,False,928.0,186.0,5.0,4.0,False,False,True,False,False,False,True,False,False,False,True,False
5351,False,False,1100.0,220.0,3.0,5.0,False,True,False,False,False,True,False,False,True,False,False,False
5352,False,False,378.0,76.0,21.0,5.0,False,True,False,False,False,False,False,True,True,False,False,False
5353,True,False,209.0,42.0,1.0,5.0,False,False,True,False,False,True,False,False,True,False,False,False
5354,True,True,294.0,59.0,4.0,2.0,False,False,True,False,False,False,True,False,True,False,False,False
5355,True,False,837.0,167.0,2.0,5.0,False,False,True,False,False,False,False,True,True,False,False,False
5356,False,True,720.0,144.0,4.0,2.0,False,False,True,False,False,False,False,True,True,False,False,False
5357,False,False,646.0,129.0,29.0,4.0,False,False,True,False,False,False,False,True,True,False,False,False
5358,True,False,1129.0,226.0,29.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5359,False,True,607.0,121.0,3.0,2.0,False,False,True,False,False,False,False,True,False,False,True,False
5360,False,True,328.0,66.0,1.0,4.0,False,False,True,False,False,False,True,False,True,False,False,False
5361,True,True,1020.0,204.0,4.0,4.0,False,True,False,False,False,False,False,True,False,False,True,False
5362,False,True,286.0,57.0,10.0,2.0,False,True,False,False,False,False,False,True,False,False,True,False
5363,True,True,400.0,80.0,1.0,3.0,False,False,True,False,False,False,False,True,True,False,False,False
5364,True,False,710.0,142.0,1.0,2.0,False,False,True,False,False,False,True,False,False,False,True,False
5365,False,True,1024.0,205.0,5.0,5.0,False,False,False,True,False,False,True,False,False,False,True,False
5366,False,True,106.0,21.0,7.0,4.0,False,True,False,False,False,False,False,True,True,False,False,False
5367,True,False,1030.0,206.0,30.0,5.0,False,False,True,False,False,False,False,True,True,False,False,False
5368,True,True,693.0,139.0,2.0,2.0,False,False,True,False,False,False,True,False,True,False,False,False
5369,False,True,803.0,161.0,7.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5370,False,False,940.0,188.0,30.0,4.0,False,False,True,False,False,False,False,True,True,False,False,False
5371,False,False,137.0,27.0,7.0,4.0,False,True,False,False,False,True,False,False,True,False,False,False
5372,True,True,1002.0,200.0,2.0,4.0,False,False,False,True,False,False,False,True,True,False,False,False
5373,False,False,694.0,139.0,15.0,3.0,False,False,True,False,False,False,False,True,True,False,False,False
5374,True,False,1200.0,240.0,2.0,2.0,False,False,False,True,False,False,True,False,False,False,True,False
5375,False,False,194.0,39.0,2.0,3.0,False,False,True,False,False,False,False,True,True,False,False,False
5376,True,False,712.0,142.0,14.0,5.0,False,False,False,True,False,False,False,True,True,False,False,False
5377,True,True,379.0,76.0,2.0,3.0,False,True,False,False,False,False,False,True,True,False,False,False
5378,True,False,758.0,152.0,60.0,3.0,False,True,False,False,False,False,True,False,False,False,True,False
5379,True,False,1099.0,220.0,4.0,2.0,False,False,True,False,False,False,True,False,False,False,False,True
5380,True,True,842.0,168.0,7.0,4.0,False,False,True,False,False,False,False,True,False,False,True,False
5381,True,True,829.0,166.0,2.0,3.0,False,True,False,False,False,False,True,False,True,False,False,False
5382,True,True,438.0,88.0,1.0,5.0,False,False,False,True,False,False,True,False,False,False,True,False
5383,True,True,1032.0,206.0,2.0,3.0,False,True,False,False,False,False,True,False,False,False,True,False
5384,False,False,682.0,136.0,30.0,4.0,False,False,True,False,False,True,False,False,True,False,False,False
5385,False,False,98.0,20.0,2.0,2.0,False,True,False,False,False,False,True,False,True,False,False,False
5386,True,False,984.0,197.0,3.0,5.0,False,False,True,False,False,False,True,False,False,False,True,False
5387,True,False,147.0,29.0,21.0,3.0,False,True,False,False,False,False,True,False,False,False,True,False
5388,False,False,111.0,22.0,2.0,3.0,False,False,True,False,False,False,False,True,True,False,False,False
5389,False,True,601.0,120.0,29.0,5.0,False,False,True,False,False,False,False,True,True,False,False,False
5390,False,False,414.0,83.0,30.0,3.0,False,False,True,False,False,True,False,False,False,False,True,False
5391,True,True,619.0,124.0,29.0,5.0,False,False,True,False,False,False,False,True,True,False,False,False
5392,True,False,940.0,188.0,7.0,3.0,False,True,False,False,False,False,True,False,False,False,True,False
5393,True,False,813.0,163.0,29.0,4.0,False,False,True,False,False,True,False,False,True,False,False,False
5394,True,False,805.0,161.0,2.0,4.0,False,True,False,False,False,False,True,False,False,False,True,False
5395,True,True,912.0,182.0,29.0,5.0,False,True,False,False,False,True,False,False,True,False,False,False
5396,True,False,1015.0,203.0,4.0,5.0,False,False,True,False,False,False,False,True,False,False,True,False
5397,True,False,1120.0,224.0,15.0,5.0,False,True,False,False,False,False,True,False,False,False,True,False
5398,True,True,276.0,55.0,15.0,3.0,False,False,True,False,False,False,False,True,False,False,True,False
5399,True,False,1134.0,227.0,15.0,5.0,False,False,True,False,False,False,True,False,False,False,True,False
5400,False,False,88.0,18.0,1.0,2.0,False,True,False,False,False,False,False,True,True,False,False,False
5401,True,False,535.0,107.0,50.0,4.0,False,True,False,False,False,False,True,False,False,False,True,False
5402,True,True,1073.0,215.0,7.0,2.0,False,False,True,False,False,False,True,False,True,False,False,False
5403,False,False,850.0,170.0,4.0,4.0,False,True,False,False,False,False,False,True,False,False,True,False
5404,False,True,990.0,198.0,1.0,2.0,False,True,False,False,False,True,False,False,False,False,True,False
5405,True,False,781.0,156.0,3.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5406,True,True,726.0,145.0,2.0,5.0,False,True,False,False,False,True,False,False,True,False,False,False
5407,False,True,602.0,120.0,30.0,3.0,False,False,True,False,False,True,False,False,False,False,True,False
5408,True,False,439.0,88.0,5.0,4.0,False,False,False,True,False,False,False,True,False,False,True,False
5409,True,True,210.0,42.0,5.0,5.0,False,False,True,False,False,False,False,True,False,False,True,False
5410,False,False,246.0,49.0,30.0,3.0,False,False,True,False,False,False,False,True,True,False,False,False
5411,False,True,751.0,150.0,2.0,4.0,False,False,True,False,False,True,False,False,True,False,False,False
5412,True,True,1190.0,238.0,3.0,5.0,False,False,True,False,False,True,False,False,True,False,False,False
5413,True,True,722.0,144.0,3.0,3.0,False,False,True,False,False,True,False,False,True,False,False,False
5414,True,True,723.0,145.0,30.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False
5415,False,False,643.0,129.0,4.0,5.0,False,True,False,False,False,True,False,False,False,False,True,False
